TimeStamps,AnkleAccelerometer,,,AnkleAngularVelocity,,,AnkleLuminosity,RightPocketAccelerometer,,,RightPocketAngularVelocity,,,RightPocketLuminosity,BeltAccelerometer,,,BeltAngularVelocity,,,BeltLuminosity,NeckAccelerometer,,,NeckAngularVelocity,,,NeckLuminosity,WristAccelerometer,,,WristAngularVelocity,,,WristLuminosity,BrainSensor,Infrared1,Infrared2,Infrared3,Infrared4,Infrared5,Infrared6,Subject,Activity,Trial
,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),,,,,,,
2018-07-09T13:55:03.305333,0.961,-0.288,0.206,23.11,-25.305,25.366,376.248,-0.514,-0.083,-0.802,-16.098,-3.354,-5.671,5.807,0.129,0.917,-0.165,62.012,-3.415,-15.244,567.427,-0.474,-0.031,-0.951,-14.512,-4.756,-2.561,313.516,0.905,0.192,0.292,-22.012,-3.415,17.927,369.582,1237,1,1,1,1,1,1,10,9,3,7
2018-07-09T13:55:03.351460,0.961,-0.288,0.206,76.829,-36.707,22.378,376.248,-0.489,-0.189,-0.875,-12.012,2.927,1.28,5.807,0.052,0.974,-0.226,34.146,19.817,-2.744,567.427,-0.563,0.025,-0.973,-10.671,-11.037,-13.049,313.516,0.991,0.14,0.28,5.305,2.622,18.415,369.582,2047,1,1,1,1,1,1,10,9,3,7
2018-07-09T13:55:03.401594,1.021,-0.099,-0.125,-12.805,20,-2.195,376.248,-0.489,-0.189,-0.875,-5.305,3.476,9.39,5.807,0.052,0.974,-0.226,21.22,10.854,3.476,567.427,-0.581,0.06,-0.861,-6.951,-2.683,17.073,313.516,0.991,0.14,0.28,42.073,2.683,11.098,369.582,1860,1,1,1,1,1,1,10,9,3,7
2018-07-09T13:55:03.446215,0.947,-0.116,0.04,9.756,21.89,-6.037,376.248,-0.454,-0.212,-0.779,0.488,8.171,7.073,5.807,-0.02,0.898,-0.296,0.915,2.195,2.744,567.427,-0.581,0.06,-0.861,-1.89,1.768,27.073,313.516,0.861,0.218,0.349,50.061,-6.098,-2.744,369.582,948,1,1,1,1,1,1,10,9,3,7
2018-07-09T13:55:03.487325,0.947,-0.116,0.04,2.317,15.854,-1.768,376.248,-0.454,-0.212,-0.779,7.561,8.963,5.549,5.807,0.061,0.884,-0.277,48.78,-17.561,-9.695,567.427,-0.563,0.041,-0.849,1.951,5,26.037,313.516,0.861,0.218,0.349,0.488,-17.866,-11.28,369.582,454,1,1,1,1,1,1,10,9,3,7
2018-07-09T13:55:03.556008,0.955,-0.148,0.042,4.085,-2.744,0.976,376.248,-0.476,-0.104,-0.808,13.902,10.488,4.817,5.807,0.061,0.884,-0.277,76.463,-33.963,-9.695,567.427,-0.563,0.041,-0.849,-3.11,16.524,19.207,313.516,0.906,0.216,0.354,-61.159,-22.134,-5,369.582,131,1,1,1,1,1,1,10,9,3,7
2018-07-09T13:55:03.599624,0.963,-0.133,0.027,4.573,-6.28,-2.195,376.248,-0.324,-0.2,-0.824,21.037,17.866,1.28,5.807,0.016,0.809,-0.418,83.598,-46.28,-11.098,567.427,-0.655,0.11,-0.799,-24.451,16.28,15.671,313.516,0.952,0.227,0.23,-16.341,-25.549,-7.256,369.582,181,1,1,1,1,1,1,10,9,3,7
2018-07-09T13:55:03.665299,0.963,-0.133,0.027,-2.683,-7.5,-1.098,376.248,-0.192,-0.219,-0.806,31.28,34.878,-27.378,5.807,-0.042,0.661,-0.665,107.073,-62.5,-27.439,567.427,-0.575,0.177,-0.716,-38.171,33.049,36.341,313.516,0.82,0.394,0.049,67.744,-31.768,-55.549,369.582,133,1,1,1,1,1,1,10,9,3,7
2018-07-09T13:55:03.711422,0.961,-0.132,0.019,-11.768,-14.512,-0.061,376.248,-0.192,-0.219,-0.806,34.39,47.195,-49.085,5.807,-0.042,0.661,-0.665,241.524,-49.146,-81.22,567.427,-0.575,0.177,-0.716,-28.354,46.524,33.232,313.516,0.82,0.394,0.049,-13.963,-44.695,-63.11,369.582,92,1,1,1,1,1,1,10,9,3,7
2018-07-09T13:55:03.775092,0.964,-0.137,-0.039,-6.89,-18.902,-3.537,376.248,-0.312,-0.307,-0.818,55,42.744,-62.561,5.807,-0.078,0.874,-0.681,10.488,32.683,-16.28,567.427,-0.393,0.165,-0.745,-39.634,82.744,32.744,313.516,0.771,0.135,-0.011,-67.317,-50.122,-37.927,369.582,61,1,1,1,1,1,1,10,9,3,7
