TimeStamps,AnkleAccelerometer,,,AnkleAngularVelocity,,,AnkleLuminosity,RightPocketAccelerometer,,,RightPocketAngularVelocity,,,RightPocketLuminosity,BeltAccelerometer,,,BeltAngularVelocity,,,BeltLuminosity,NeckAccelerometer,,,NeckAngularVelocity,,,NeckLuminosity,WristAccelerometer,,,WristAngularVelocity,,,WristLuminosity,BrainSensor,Infrared1,Infrared2,Infrared3,Infrared4,Infrared5,Infrared6,Subject,Activity,Trial
,x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),illuminance (lx),,,,,,,
2018-07-09T13:51:42.706010,0.921,-0.287,0.079,5.366,3.659,1.159,422.985,-0.249,-0.518,-0.765,-11.524,-16.707,11.098,1.774,0.637,0.685,0.237,-12.195,11.951,6.646,0.948,-0.709,0.514,-0.57,3.049,-23.841,-3.963,201.203,0.196,0.907,0.082,-37.378,6.951,-6.037,183.758,84,0,1,1,1,1,1,10,8,2,8
2018-07-09T13:51:42.751631,0.923,-0.269,0.072,-0.732,1.707,0.427,422.985,-0.249,-0.518,-0.765,-7.012,-18.537,12.073,1.774,0.625,0.666,0.263,-13.11,10.915,8.11,0.948,-0.709,0.514,-0.57,3.232,-14.207,-5.488,201.203,0.196,0.907,0.082,9.634,11.341,-4.573,183.758,92,0,1,1,1,1,1,10,8,2,8
2018-07-09T13:51:42.813797,0.923,-0.269,0.072,-5.366,-0.793,-0.183,422.985,-0.281,-0.498,-0.766,-1.28,-18.598,10.488,1.774,0.625,0.666,0.263,-10.671,10.427,8.232,0.948,-0.724,0.5,-0.54,12.561,-13.963,-4.207,201.203,0.157,0.977,-0.015,-4.329,10.183,-2.988,183.758,84,0,1,1,1,1,1,10,8,2,8
2018-07-09T13:51:42.865936,0.924,-0.289,0.067,-3.963,-2.866,-1.22,422.985,-0.281,-0.498,-0.766,-1.707,-17.134,9.939,1.774,0.642,0.646,0.3,-12.561,12.927,6.463,0.948,-0.723,0.547,-0.543,7.866,-4.329,-8.537,201.203,0.147,0.967,0.051,-25.305,-8.232,-7.988,183.758,36,0,1,1,1,1,1,10,8,2,8
2018-07-09T13:51:42.908048,0.924,-0.289,0.067,-0.61,-4.39,-2.317,422.985,-0.302,-0.485,-0.779,2.866,-16.159,11.707,1.774,0.642,0.646,0.3,-13.11,10.61,6.585,0.948,-0.723,0.547,-0.543,11.402,10.183,-22.317,201.203,0.147,0.967,0.051,-33.415,-11.28,-1.585,183.758,104,0,1,1,1,1,1,10,8,2,8
2018-07-09T13:51:42.960187,0.93,-0.273,0.051,-2.561,-3.902,-2.195,422.985,-0.322,-0.475,-0.765,0.488,-12.561,9.268,1.774,0.646,0.628,0.309,-4.756,0.854,2.256,0.948,-0.753,0.46,-0.562,7.927,8.476,-25.671,201.203,0.167,0.937,0.128,-30.793,-10.122,1.524,183.758,16,0,1,1,1,1,1,10,8,2,8
2018-07-09T13:51:43.006310,0.932,-0.272,0.042,-3.232,-2.622,-1.524,422.985,-0.322,-0.475,-0.765,-0.366,-11.646,8.78,1.659,0.655,0.608,0.324,-13.415,7.805,4.634,0.948,-0.753,0.46,-0.562,-4.146,-17.927,-3.902,201.203,0.167,0.937,0.128,-18.902,-7.134,0.793,183.758,-4,0,1,1,1,1,1,10,8,2,8
2018-07-09T13:51:43.055441,0.932,-0.272,0.042,-1.707,-1.098,-0.793,422.985,-0.336,-0.469,-0.772,0.671,-9.146,5.915,1.659,0.655,0.608,0.324,-10.549,6.402,4.39,0.948,-0.762,0.473,-0.524,2.378,-6.159,-3.841,201.203,0.172,0.947,0.135,-8.415,-2.988,-0.061,183.758,87,0,1,1,1,1,1,10,8,2,8
2018-07-09T13:51:43.102066,0.931,-0.273,0.042,0.122,0.122,-0.244,422.985,-0.336,-0.469,-0.772,-0.854,-4.573,3.354,1.659,0.659,0.607,0.337,-6.524,6.28,1.707,0.948,-0.763,0.47,-0.525,-0.549,-5.976,-3.11,201.203,0.172,0.947,0.135,-3.598,-1.707,-0.854,183.758,298,0,1,1,1,1,1,10,8,2,8
2018-07-09T13:51:43.144178,0.931,-0.273,0.042,0.305,1.341,0.305,422.985,-0.34,-0.472,-0.765,-1.524,-1.585,1.22,1.659,0.659,0.607,0.337,-3.171,3.598,0.366,0.948,-0.763,0.47,-0.525,-0.366,-3.537,-1.707,201.203,0.167,0.952,0.129,-2.012,-1.524,-0.244,183.758,13,0,1,1,1,1,1,10,8,2,8
